Unnamed: 0,Rating,Jurisdiction,Charges,Days_of_disposal,City,Years_of_Experience,Type_of_Lawyer,Languages,Pro_bono,Lawyer Names,Lawfirms,Demography,Gender
1147,4.0,Specialized Court,67,108.0,['Kolkata'],15,"['Civil', 'Constitutional', 'Human Rights']","['Kannada', 'Odia']",no,Navya Shukla,['Grewal Ltd'],Individuals.,Female
1148,5.0,Specialized Court,137,108.0,['Mumbai'],3,"['Criminal', 'Environmental', 'Media and Entertainment']","['Assamese', 'Telugu', 'Punjabi']",yes,Navya Tata,['Choudhry-Buch'],Small Businesses.,Female
1149,4.0,District Court,339,87.0,['Bangalore'],8,"['Human Rights', 'Banking and Finance', 'Tax']","['Kannada', 'Assamese', 'Malayalam']",no,Nayantara Bhat,['Mall-Comar'],Large Corporations.,Female
1150,1.0,District Court,55,78.0,['Mumbai'],28,"['Immigration', 'Human Rights', 'Tax']","['Gujarati', 'Tamil']",no,Nayantara Dugar,['Dhingra-Thaman'],Individuals.,Female
1151,,High Court,481,90.0,['Hyderabad'],2,"['Real Estate', 'Banking and Finance', 'Civil']","['Kannada', 'Hindi', 'Tamil']",no,Nayantara Goyal,['Atwal Inc'],Small Businesses.,Female
1152,5.0,High Court,397,101.0,['Hyderabad'],22,"['Immigration', 'Human Rights', 'Environmental']","['Bengali', 'Marathi', 'Hindi']",yes,Nayantara Khanna,['Baria Group'],Large Corporations.,Female
1153,5.0,High Court,150,89.0,['Bangalore'],12,"['Environmental', 'Real Estate', 'Family']","['Assamese', 'Telugu', 'Malayalam']",yes,Nayantara Konda,"['Bora', 'Bassi', 'R', 'hawa']",Large Corporations.,Female
1154,,Specialized Court,327,90.0,['Bangalore'],8,"['Tax', 'Civil', 'Medical']","['Punjabi', 'Bengali', 'Urdu']",no,Nayantara Sama,['Bir-Kalla'],Large Corporations.,Female
1155,5.0,Specialized Court,74,103.0,['Hyderabad'],26,"['Medical', 'Media and Entertainment', 'Intellectual Property']","['Kannada', 'Hindi', 'Odia']",yes,Nayantara Sanghvi,"['Sami', 'Shanker', 'Zachariah']",Individuals.,Female
1156,2.0,District Court,236,108.0,['Mumbai'],4,"['Criminal', 'Environmental', 'Tax']","['Bengali', 'Hindi', 'Tamil']",no,Nayantara Saraf,['Bajwa-Dhingra'],Small Businesses.,Female
1157,4.0,Specialized Court,457,99.0,['Mumbai'],28,"['Criminal', 'Corporate', 'Criminal']","['Telugu', 'Assamese', 'Marathi']",no,Nayantara Sarna,"['Sastry', 'Dash', 'Raj']",Individuals.,Female
1158,3.0,High Court,320,102.0,['Delhi'],3,"['Banking and Finance', 'Real Estate', 'Human Rights']","['Bengali', 'Odia', 'Tamil']",no,Nayantara Sunder,['Keer LLC'],Individuals.,Female
1159,4.0,Supreme Court,322,75.0,['Mumbai'],13,"['Corporate', 'Constitutional', 'Constitutional']","['Punjabi', 'Bengali', 'Tamil']",no,Nayantara Walia,['Bath-Keer'],Small Businesses.,Female
1160,2.0,High Court,355,85.0,['Hyderabad'],12,"['Criminal', 'Labor', 'Constitutional']","['Telugu', 'Marathi', 'Urdu']",no,Neelofar Acharya,['Jha-Hayre'],Individuals.,Female
1161,,Supreme Court,186,90.0,['Chennai'],21,"['Consumer Protection', 'Real Estate', 'Human Rights']","['Assamese', 'Bengali']",no,Neelofar Din,['Virk-Bala'],Individuals.,Female
1162,4.0,Specialized Court,324,108.0,['Chennai'],8,"['Medical', 'Consumer Protection', 'Corporate']","['Punjabi', 'Assamese', 'Gujarati']",yes,Neelofar Dubey,"['Malhotra', 'Choudhary', 'Devi']",Small Businesses.,Female
1163,3.0,Specialized Court,353,55.0,['Delhi'],3,"['Civil', 'Immigration', 'Banking and Finance']","['Punjabi', 'Gujarati', 'Hindi']",yes,Neelofar Jain,['Lalla-Thaker'],Individuals.,Female
1164,1.0,Supreme Court,473,81.0,['Delhi'],20,"['Human Rights', 'Real Estate', 'Corporate']","['Hindi', 'Marathi', 'Malayalam']",yes,Neelofar Karpe,"['Keer', 'Sons']",Individuals.,Female
1165,2.0,District Court,436,88.0,['Chennai'],17,"['Tax', 'Banking and Finance', 'Medical']","['Bengali', 'Hindi']",yes,Neelofar Lad,"['Singhal', 'Keer', 'Bajaj']",Small Businesses.,Female
1166,4.0,High Court,351,82.0,['Bangalore'],17,"['Labor', 'Media and Entertainment', 'Labor']","['Assamese', 'Kannada', 'Gujarati']",yes,Neelofar Sarna,"['Lala-Ch', 'a']",Individuals.,Female
1167,2.0,Supreme Court,85,91.0,['Bangalore'],6,"['Consumer Protection', 'Medical', 'Labor']","['Marathi', 'Hindi', 'Malayalam']",yes,Neelofar Sule,['Sarna-Johal'],Large Corporations.,Female
1168,5.0,District Court,346,99.0,['Kolkata'],6,"['Medical', 'Family', 'Civil']","['Kannada', 'Marathi', 'Malayalam']",yes,Neelofar Virk,['Chopra-Date'],Small Businesses.,Female
1169,2.0,District Court,437,95.0,['Hyderabad'],13,"['Civil', 'Intellectual Property', 'Corporate']","['Assamese', 'Gujarati', 'Odia']",no,Neelofar Vora,"['Sane', 'Vyas', 'Anne']",Small Businesses.,Female
1170,,High Court,446,90.0,['Mumbai'],5,"['Civil', 'Immigration', 'Media and Entertainment']","['Bengali', 'Marathi', 'Hindi']",yes,Nehmat Bajwa,['Kulkarni Group'],Small Businesses.,Female
1171,4.0,High Court,323,94.0,['Delhi'],27,"['Banking and Finance', 'Constitutional', 'Criminal']","['Telugu', 'Hindi', 'Tamil']",no,Nehmat Behl,['Reddy Ltd'],Individuals.,Female
1172,5.0,Supreme Court,262,62.0,['Bangalore'],15,"['Civil', 'Criminal', 'Constitutional']","['Kannada', 'Assamese', 'Hindi']",no,Nehmat Brahmbhatt,['Sami-Sachdev'],Large Corporations.,Female
1173,3.0,Supreme Court,241,102.0,['Mumbai'],23,"['Family', 'Intellectual Property', 'Intellectual Property']","['Marathi', 'Odia', 'Urdu']",no,Nehmat Dewan,"['Srivastava', 'Madan', 'Dash']",Small Businesses.,Female
1174,2.0,Specialized Court,476,79.0,['Chennai'],25,"['Consumer Protection', 'Human Rights', 'Intellectual Property']","['Bengali', 'Tamil', 'Malayalam']",yes,Nehmat Kaur,['Thakkar-Banik'],Small Businesses.,Female
1175,2.0,High Court,71,75.0,['Chennai'],4,"['Corporate', 'Family', 'Tax']","['Kannada', 'Urdu', 'Malayalam']",no,Nehmat Loyal,"['Dube', 'Garg', 'Gola']",Large Corporations.,Female
1176,2.0,Supreme Court,247,95.0,['Kolkata'],9,"['Intellectual Property', 'Human Rights', 'Immigration']","['Kannada', 'Tamil']",yes,Nehmat Ramaswamy,['Tiwari-Dass'],Large Corporations.,Female
1177,3.0,Supreme Court,80,102.0,['Delhi'],24,"['Consumer Protection', 'Consumer Protection', 'Civil']","['Assamese', 'Kannada', 'Gujarati']",yes,Nehmat Savant,"['Ramach', 'ran', 'Sons']",Large Corporations.,Female
1178,4.0,High Court,135,91.0,['Kolkata'],1,"['Tax', 'Media and Entertainment', 'Banking and Finance']","['Punjabi', 'Telugu', 'Odia']",yes,Neysa Balay,['Yogi-Bir'],Individuals.,Female
1179,2.0,Supreme Court,158,100.0,['Chennai'],10,"['Environmental', 'Immigration', 'Consumer Protection']","['Gujarati', 'Urdu', 'Malayalam']",yes,Neysa Bansal,"['Chahal', 'Venkataraman', 'Agrawal']",Large Corporations.,Female
1180,4.0,Specialized Court,251,93.0,['Hyderabad'],7,"['Constitutional', 'Constitutional', 'Banking and Finance']","['Assamese', 'Bengali', 'Odia']",yes,Neysa Bassi,['Borra PLC'],Small Businesses.,Female
1181,3.0,High Court,296,79.0,['Delhi'],20,"['Medical', 'Intellectual Property', 'Family']","['Punjabi', 'Bengali', 'Marathi']",no,Neysa Bhalla,"['Sood', 'Samra', 'Venkatesh']",Large Corporations.,Female
1182,2.0,High Court,334,81.0,['Kolkata'],22,"['Real Estate', 'Criminal', 'Constitutional']","['Tamil', 'Urdu', 'Malayalam']",no,Neysa Bhat,['Bera LLC'],Large Corporations.,Female
1183,4.0,High Court,428,77.0,['Kolkata'],14,"['Media and Entertainment', 'Criminal', 'Intellectual Property']","['Telugu', 'Marathi', 'Gujarati']",yes,Neysa Bhattacharyya,['Gour-Varghese'],Individuals.,Female
1184,5.0,District Court,159,109.0,['Hyderabad'],18,"['Intellectual Property', 'Medical', 'Immigration']","['Kannada', 'Gujarati', 'Odia']",no,Neysa Chadha,"['Chana', 'Kata', 'Cheema']",Large Corporations.,Female
1185,3.0,High Court,393,81.0,['Delhi'],17,"['Criminal', 'Criminal', 'Media and Entertainment']","['Gujarati', 'Odia', 'Hindi']",no,Neysa Chatterjee,"['Lall', 'Warrior', 'Gala']",Large Corporations.,Female
1186,2.0,District Court,228,97.0,['Mumbai'],20,"['Constitutional', 'Corporate', 'Corporate']","['Assamese', 'Telugu', 'Punjabi']",no,Neysa Dada,"['Barad', 'Hari', 'Khosla']",Individuals.,Female
1187,4.0,District Court,102,86.0,['Mumbai'],25,"['Labor', 'Human Rights', 'Civil']","['Bengali', 'Marathi', 'Hindi']",no,Neysa Gupta,['Gaba-Tara'],Individuals.,Female
1188,1.0,High Court,470,82.0,['Kolkata'],1,"['Criminal', 'Environmental', 'Medical']","['Kannada', 'Hindi', 'Tamil']",no,Neysa Kala,['Seshadri Inc'],Large Corporations.,Female
1189,2.0,Specialized Court,339,93.0,['Delhi'],7,"['Family', 'Intellectual Property', 'Intellectual Property']","['Telugu', 'Odia', 'Punjabi']",no,Neysa Soman,"['Chacko', 'Dora', 'Khosla']",Small Businesses.,Female
1190,2.0,Specialized Court,464,106.0,['Kolkata'],8,"['Tax', 'Intellectual Property', 'Human Rights']","['Assamese', 'Telugu', 'Gujarati']",no,Neysa Varkey,['Dada Group'],Small Businesses.,Female
1191,3.0,High Court,369,70.0,['Hyderabad'],21,"['Consumer Protection', 'Labor', 'Labor']","['Telugu', 'Odia', 'Tamil']",yes,Nirvaan Amble,['Hari Ltd'],Large Corporations.,Male
1192,2.0,Supreme Court,236,82.0,['Chennai'],19,"['Immigration', 'Civil', 'Real Estate']","['Punjabi', 'Hindi', 'Tamil']",no,Nirvaan Bhatia,['Mahajan Inc'],Small Businesses.,Male
1193,2.0,Specialized Court,237,71.0,['Delhi'],29,"['Human Rights', 'Constitutional', 'Intellectual Property']","['Kannada', 'Bengali', 'Tamil']",no,Nirvaan Bhavsar,['Kale-Kunda'],Small Businesses.,Male
1194,3.0,District Court,379,65.0,['Mumbai'],21,"['Consumer Protection', 'Real Estate', 'Medical']","['Bengali', 'Marathi']",no,Nirvaan Chanda,['Kara-Rajagopalan'],Individuals.,Male
1195,2.0,District Court,401,100.0,['Mumbai'],26,"['Environmental', 'Labor', 'Banking and Finance']","['Assamese', 'Gujarati', 'Hindi']",no,Nirvaan Dugar,['Magar Inc'],Individuals.,Male
1196,2.0,Specialized Court,236,78.0,['Mumbai'],2,"['Human Rights', 'Media and Entertainment', 'Criminal']","['Punjabi', 'Kannada', 'Hindi']",yes,Nirvaan Kakar,['Konda Group'],Individuals.,Male
1197,2.0,District Court,285,131.0,['Bangalore'],8,"['Constitutional', 'Banking and Finance', 'Civil']","['Kannada', 'Marathi', 'Urdu']",no,Nirvaan Kapur,"['Sama', 'Sha', 'Ganesh']",Small Businesses.,Male
1198,4.0,District Court,245,69.0,['Kolkata'],26,"['Civil', 'Real Estate', 'Immigration']","['Urdu', 'Tamil']",no,Nirvaan Ramaswamy,['Kothari Ltd'],Large Corporations.,Male
1199,3.0,District Court,54,98.0,['Mumbai'],14,"['Constitutional', 'Tax', 'Constitutional']","['Gujarati', 'Marathi', 'Hindi']",yes,Nirvaan Raval,['Walia-Varughese'],Individuals.,Male
1200,5.0,District Court,229,78.0,['Bangalore'],6,"['Constitutional', 'Criminal', 'Real Estate']","['Assamese', 'Kannada', 'Marathi']",no,Nirvi Baria,"['Sheth', 'Dara', 'Chana']",Individuals.,Female
1201,5.0,Specialized Court,235,109.0,['Kolkata'],26,"['Media and Entertainment', 'Intellectual Property', 'Banking and Finance']","['Punjabi', 'Marathi', 'Urdu']",no,Nirvi Bhatt,['Hans PLC'],Individuals.,Female
1202,5.0,Supreme Court,223,84.0,['Delhi'],28,"['Consumer Protection', 'Medical', 'Human Rights']","['Assamese', 'Marathi', 'Punjabi']",no,Nirvi Gade,['Barad-Barad'],Individuals.,Female
1203,3.0,Supreme Court,200,92.0,['Delhi'],4,"['Tax', 'Medical', 'Family']","['Punjabi', 'Telugu', 'Odia']",no,Nirvi Kalla,['Rege-Barad'],Small Businesses.,Female
1204,3.0,District Court,243,112.0,['Chennai'],24,"['Medical', 'Intellectual Property', 'Real Estate']","['Punjabi', 'Telugu', 'Tamil']",yes,Nirvi Kanda,"['Loke', 'Khatri', 'Sarma']",Individuals.,Female
1205,1.0,Supreme Court,423,106.0,['Kolkata'],13,"['Medical', 'Medical', 'Constitutional']","['Telugu', 'Assamese', 'Punjabi']",no,Nirvi Loke,"['Madan', 'Sons']",Large Corporations.,Female
1206,2.0,Specialized Court,473,122.0,['Mumbai'],1,"['Human Rights', 'Corporate', 'Human Rights']","['Odia', 'Urdu', 'Malayalam']",yes,Nirvi Ray,"['Deep', 'Din', 'Bhardwaj']",Large Corporations.,Female
1207,4.0,Supreme Court,246,87.0,['Hyderabad'],4,"['Constitutional', 'Media and Entertainment', 'Human Rights']","['Telugu', 'Odia', 'Malayalam']",no,Nirvi Sani,"['Krish', 'Tella', 'Andra']",Large Corporations.,Female
1208,1.0,Specialized Court,57,106.0,['Kolkata'],12,"['Tax', 'Real Estate', 'Family']","['Telugu', 'Malayalam']",yes,Nirvi Sarkar,['Lad-Gole'],Large Corporations.,Female
1209,4.0,Specialized Court,220,100.0,['Chennai'],9,"['Media and Entertainment', 'Civil', 'Criminal']","['Telugu', 'Gujarati', 'Tamil']",yes,Nirvi Sinha,"['M', '', 'Sons']",Individuals.,Female
1210,5.0,Supreme Court,178,85.0,['Delhi'],20,"['Real Estate', 'Medical', 'Environmental']","['Telugu', 'Tamil']",no,Nishith Anne,"['Devan', 'Mammen', 'Sarna']",Large Corporations.,Male
1211,3.0,District Court,73,106.0,['Mumbai'],26,"['Banking and Finance', 'Medical', 'Medical']","['Kannada', 'Marathi', 'Malayalam']",yes,Nishith Bakshi,"['Ch', 'ran-Hayer']",Small Businesses.,Male
1212,5.0,District Court,241,94.0,['Delhi'],12,"['Media and Entertainment', 'Corporate', 'Real Estate']","['Odia', 'Urdu', 'Malayalam']",yes,Nishith Borra,"['Ramakrishnan', 'Sons']",Individuals.,Male
1213,4.0,High Court,291,105.0,['Hyderabad'],20,"['Corporate', 'Criminal', 'Banking and Finance']","['Assamese', 'Tamil', 'Malayalam']",no,Nishith Gulati,"['Dalal', 'Bath', 'Bajwa']",Individuals.,Male
1214,2.0,District Court,219,94.0,['Mumbai'],5,"['Environmental', 'Corporate', 'Corporate']","['Punjabi', 'Telugu', 'Urdu']",no,Nishith Handa,"['Upadhyay', 'Gill', 'Majumdar']",Individuals.,Male
1215,3.0,District Court,275,78.0,['Hyderabad'],1,"['Real Estate', 'Tax', 'Environmental']","['Bengali', 'Gujarati', 'Marathi']",no,Nishith Saraf,['Gera-Goyal'],Large Corporations.,Male
1216,5.0,High Court,292,89.0,['Delhi'],16,"['Civil', 'Labor', 'Intellectual Property']","['Kannada', 'Hindi', 'Punjabi']",no,Nishith Shroff,"['Tara', 'Dubey', 'Kannan']",Large Corporations.,Male
1217,5.0,Supreme Court,349,58.0,['Bangalore'],19,"['Media and Entertainment', 'Criminal', 'Human Rights']","['Urdu', 'Tamil', 'Malayalam']",yes,Nishith Vig,['Ramanathan-Bhatnagar'],Large Corporations.,Male
1218,3.0,Specialized Court,287,104.0,['Mumbai'],10,"['Real Estate', 'Tax', 'Constitutional']","['Bengali', 'Odia', 'Urdu']",yes,Nitara Saha,"['S', 'hu', 'Sons']",Small Businesses.,Female
1219,3.0,High Court,343,74.0,['Chennai'],3,"['Corporate', 'Intellectual Property', 'Real Estate']","['Marathi', 'Odia']",yes,Nitya Amble,['Varughese Inc'],Individuals.,Female
1220,1.0,District Court,50,85.0,['Delhi'],26,"['Constitutional', 'Consumer Protection', 'Tax']","['Punjabi', 'Telugu', 'Hindi']",no,Nitya Baria,['Rau LLC'],Small Businesses.,Female
1221,4.0,Specialized Court,200,107.0,['Kolkata'],25,"['Immigration', 'Criminal', 'Constitutional']","['Telugu', 'Hindi']",no,Nitya Bhatia,['Baral Ltd'],Small Businesses.,Female
1222,1.0,District Court,322,67.0,['Bangalore'],26,"['Immigration', 'Human Rights', 'Consumer Protection']","['Kannada', 'Telugu']",yes,Nitya Dara,"['Shan', 'Sem', 'Swaminathan']",Large Corporations.,Female
1223,1.0,District Court,220,82.0,['Bangalore'],27,"['Immigration', 'Environmental', 'Corporate']","['Assamese', 'Hindi', 'Malayalam']",no,Nitya Dhaliwal,['Bali-Edwin'],Small Businesses.,Female
1224,,High Court,277,90.0,['Kolkata'],25,"['Criminal', 'Family', 'Environmental']","['Kannada', 'Tamil', 'Punjabi']",no,Nitya Golla,"['Madan', 'Sons']",Individuals.,Female
1225,3.0,High Court,351,121.0,['Chennai'],13,"['Labor', 'Corporate', 'Immigration']","['Bengali', 'Kannada', 'Malayalam']",no,Nitya Jhaveri,['Chowdhury-Tata'],Large Corporations.,Female
1226,5.0,Specialized Court,383,92.0,['Mumbai'],1,"['Criminal', 'Labor', 'Environmental']","['Kannada', 'Telugu', 'Odia']",yes,Nitya Kalita,['Wali-Dewan'],Large Corporations.,Female
1227,2.0,Specialized Court,316,104.0,['Mumbai'],13,"['Corporate', 'Human Rights', 'Family']","['Telugu', 'Gujarati', 'Hindi']",yes,Nitya Khosla,['Chakrabarti-Madan'],Individuals.,Female
1228,3.0,Supreme Court,211,109.0,['Chennai'],27,"['Consumer Protection', 'Immigration', 'Criminal']","['Assamese', 'Hindi', 'Tamil']",yes,Nitya Sarraf,['Gera LLC'],Individuals.,Female
1229,,Supreme Court,239,90.0,['Kolkata'],1,"['Consumer Protection', 'Environmental', 'Immigration']","['Bengali', 'Assamese', 'Tamil']",yes,Nitya Shah,"['Singh', 'Bajaj', 'Sen']",Small Businesses.,Female
1230,1.0,Supreme Court,326,87.0,['Mumbai'],28,"['Immigration', 'Intellectual Property', 'Intellectual Property']","['Punjabi', 'Gujarati']",yes,Nitya Shenoy,"['Dewan', 'Wable', 'Ch', 'ra']",Small Businesses.,Female
1231,,Supreme Court,187,90.0,['Bangalore'],28,"['Immigration', 'Civil', 'Intellectual Property']","['Kannada', 'Bengali', 'Tamil']",no,Nitya Talwar,"['T', 'on-Kari']",Individuals.,Female
1232,5.0,Specialized Court,136,87.0,['Bangalore'],25,"['Human Rights', 'Family', 'Real Estate']","['Marathi', 'Hindi', 'Urdu']",yes,Nitya Varty,"['Chad', 'Gulati', 'Bhattacharyya']",Large Corporations.,Female
1233,5.0,Specialized Court,250,101.0,['Kolkata'],28,"['Corporate', 'Civil', 'Intellectual Property']","['Marathi', 'Gujarati', 'Hindi']",no,Ojas Banerjee,['Dash-Buch'],Large Corporations.,Male
1234,3.0,Specialized Court,486,122.0,['Hyderabad'],24,"['Family', 'Real Estate', 'Human Rights']","['Telugu', 'Hindi']",no,Ojas Jain,['Bassi-Tripathi'],Large Corporations.,Male
1235,1.0,District Court,315,81.0,['Delhi'],29,"['Civil', 'Civil', 'Human Rights']","['Telugu', 'Hindi', 'Tamil']",yes,Ojas Lanka,['Savant-Vora'],Small Businesses.,Male
1236,5.0,Supreme Court,215,99.0,['Bangalore'],11,"['Constitutional', 'Constitutional', 'Civil']","['Telugu', 'Assamese', 'Odia']",yes,Ojas Rajagopal,"['Toor', 'Solanki', 'B', 'i']",Large Corporations.,Male
1237,2.0,Specialized Court,194,113.0,['Chennai'],29,"['Immigration', 'Consumer Protection', 'Tax']","['Kannada', 'Assamese']",yes,Ojas Rana,['Ravel-Datta'],Large Corporations.,Male
1238,4.0,District Court,451,82.0,['Chennai'],3,"['Real Estate', 'Consumer Protection', 'Corporate']","['Bengali', 'Odia', 'Urdu']",no,Ojas Thakkar,"['R', 'hawa Ltd']",Individuals.,Male
1239,4.0,District Court,404,106.0,['Delhi'],7,"['Immigration', 'Criminal', 'Consumer Protection']","['Bengali', 'Marathi']",no,Onkar Bajaj,"['Sha', 'Yogi', 'Bahri']",Small Businesses.,Male
1240,2.0,High Court,424,61.0,['Chennai'],26,"['Intellectual Property', 'Real Estate', 'Medical']","['Telugu', 'Hindi', 'Tamil']",no,Onkar Bhattacharyya,['Salvi Ltd'],Large Corporations.,Male
1241,2.0,Specialized Court,305,85.0,['Chennai'],3,"['Medical', 'Civil', 'Banking and Finance']","['Telugu', 'Gujarati', 'Hindi']",no,Onkar Dua,['Zacharia Group'],Individuals.,Male
1242,2.0,District Court,462,85.0,['Delhi'],17,"['Consumer Protection', 'Media and Entertainment', 'Media and Entertainment']","['Bengali', 'Telugu', 'Hindi']",yes,Onkar Garg,['Sem Inc'],Small Businesses.,Male
1243,5.0,High Court,460,76.0,['Delhi'],13,"['Medical', 'Human Rights', 'Media and Entertainment']","['Punjabi', 'Gujarati', 'Malayalam']",yes,Onkar Gill,['Sathe-Mallick'],Small Businesses.,Male
1244,3.0,District Court,287,82.0,['Chennai'],15,"['Family', 'Consumer Protection', 'Banking and Finance']","['Kannada', 'Gujarati', 'Malayalam']",yes,Onkar Lad,"['Trivedi', 'Apte', 'Vasa']",Individuals.,Male
1245,1.0,High Court,58,66.0,['Chennai'],15,"['Environmental', 'Criminal', 'Corporate']","['Marathi', 'Malayalam']",no,Onkar Mahajan,['Date-Gulati'],Small Businesses.,Male
1246,2.0,District Court,470,78.0,['Bangalore'],25,"['Immigration', 'Consumer Protection', 'Consumer Protection']","['Marathi', 'Odia', 'Malayalam']",no,Onkar Samra,"['Shankar', 'Ravi', 'Keer']",Small Businesses.,Male
1247,1.0,Supreme Court,356,100.0,['Delhi'],8,"['Criminal', 'Media and Entertainment', 'Consumer Protection']","['Telugu', 'Kannada']",yes,Oorja Biswas,"['Sahota', 'Mani', 'Kurian']",Large Corporations.,Female
1248,2.0,High Court,238,61.0,['Bangalore'],23,"['Media and Entertainment', 'Tax', 'Real Estate']","['Bengali', 'Odia', 'Tamil']",yes,Oorja Dasgupta,"['S', 'al LLC']",Small Businesses.,Female
1249,4.0,District Court,214,102.0,['Bangalore'],29,"['Immigration', 'Criminal', 'Environmental']","['Gujarati', 'Hindi', 'Malayalam']",yes,Oorja Kale,['Chada-Das'],Large Corporations.,Female
1250,2.0,Specialized Court,332,97.0,['Mumbai'],22,"['Criminal', 'Criminal', 'Constitutional']","['Kannada', 'Tamil']",yes,Oorja Lalla,"['Dada', 'Shukla', 'Shan']",Small Businesses.,Female
1251,1.0,Supreme Court,416,103.0,['Kolkata'],13,"['Media and Entertainment', 'Intellectual Property', 'Banking and Finance']","['Bengali', 'Gujarati', 'Urdu']",no,Oorja Ram,['Kadakia-Golla'],Small Businesses.,Female
1252,5.0,District Court,311,65.0,['Chennai'],24,"['Banking and Finance', 'Labor', 'Media and Entertainment']","['Assamese', 'Kannada', 'Tamil']",yes,Oorja Saini,"['Varghese', 'Luthra', 'Tailor']",Individuals.,Female
1253,2.0,High Court,443,67.0,['Kolkata'],24,"['Intellectual Property', 'Environmental', 'Criminal']","['Bengali', 'Hindi', 'Punjabi']",no,Oorja Sarkar,['Shenoy-Gala'],Large Corporations.,Female
1254,2.0,Specialized Court,462,89.0,['Hyderabad'],21,"['Corporate', 'Medical', 'Immigration']","['Hindi', 'Tamil', 'Malayalam']",no,Oorja Sarma,['Soni Ltd'],Large Corporations.,Female
1255,,District Court,312,90.0,['Chennai'],5,"['Consumer Protection', 'Civil', 'Media and Entertainment']","['Tamil', 'Marathi', 'Urdu']",no,Oorja Sharaf,['Tiwari-Suresh'],Individuals.,Female
1256,4.0,District Court,397,87.0,['Kolkata'],8,"['Intellectual Property', 'Banking and Finance', 'Real Estate']","['Punjabi', 'Marathi', 'Malayalam']",yes,Oorja Sridhar,['Sengupta-De'],Large Corporations.,Female
1257,,Specialized Court,381,90.0,['Kolkata'],10,"['Medical', 'Consumer Protection', 'Intellectual Property']",['Kannada'],no,Pari Ben,"['Ch', 'ran', 'Sons']",Small Businesses.,Female
1258,5.0,Specialized Court,407,87.0,['Bangalore'],9,"['Banking and Finance', 'Intellectual Property', 'Environmental']","['Gujarati', 'Marathi', 'Urdu']",no,Pari Dutta,['Deo-Soni'],Small Businesses.,Female
1259,3.0,Supreme Court,178,111.0,['Delhi'],5,"['Human Rights', 'Tax', 'Intellectual Property']","['Assamese', 'Hindi']",yes,Pari Garde,['Kala-Bera'],Small Businesses.,Female
1260,5.0,Specialized Court,478,103.0,['Delhi'],5,"['Banking and Finance', 'Constitutional', 'Criminal']","['Assamese', 'Hindi', 'Odia']",no,Pari Kari,"['Krishnamurthy', 'Mangal', 'Zachariah']",Large Corporations.,Female
1261,1.0,High Court,395,73.0,['Bangalore'],3,"['Environmental', 'Environmental', 'Tax']","['Telugu', 'Marathi', 'Hindi']",no,Pari Raman,['Sehgal-Guha'],Individuals.,Female
1262,5.0,District Court,438,84.0,['Hyderabad'],5,"['Intellectual Property', 'Medical', 'Medical']","['Assamese', 'Bengali', 'Odia']",yes,Pari Sama,"['Keer', 'Sachdeva', 'Tak']",Small Businesses.,Female
1263,2.0,Specialized Court,286,115.0,['Hyderabad'],25,"['Labor', 'Human Rights', 'Immigration']","['Bengali', 'Telugu', 'Assamese']",yes,Pari Samra,['Sami Inc'],Individuals.,Female
1264,1.0,District Court,460,112.0,['Chennai'],7,"['Consumer Protection', 'Real Estate', 'Media and Entertainment']","['Bengali', 'Tamil', 'Malayalam']",no,Pari Sane,"['Gola', 'Khalsa', 'Golla']",Small Businesses.,Female
1265,3.0,District Court,470,83.0,['Mumbai'],14,"['Family', 'Family', 'Family']","['Gujarati', 'Urdu', 'Tamil']",no,Pari Sankar,['Lal LLC'],Large Corporations.,Female
1266,,Supreme Court,57,90.0,['Mumbai'],6,"['Civil', 'Family', 'Constitutional']","['Telugu', 'Marathi']",no,Parinaaz Badal,['Lad-Seshadri'],Individuals.,Male
1267,4.0,Specialized Court,210,96.0,['Mumbai'],18,"['Medical', 'Media and Entertainment', 'Corporate']","['Punjabi', 'Tamil']",no,Parinaaz Borde,['Choudhury PLC'],Large Corporations.,Male
1268,1.0,Specialized Court,109,82.0,['Mumbai'],6,"['Human Rights', 'Intellectual Property', 'Tax']","['Bengali', 'Kannada']",no,Parinaaz Deol,['Soni-Gill'],Large Corporations.,Male
1269,2.0,Supreme Court,419,92.0,['Kolkata'],22,"['Medical', 'Real Estate', 'Consumer Protection']","['Bengali', 'Marathi', 'Urdu']",yes,Parinaaz Devi,['Gaba-Kar'],Individuals.,Male
1270,1.0,Supreme Court,491,108.0,['Delhi'],21,"['Medical', 'Labor', 'Media and Entertainment']","['Telugu', 'Gujarati', 'Marathi']",no,Parinaaz Doctor,"['Bhatia', 'Karan', 'Salvi']",Individuals.,Male
1271,5.0,High Court,142,97.0,['Mumbai'],1,"['Media and Entertainment', 'Civil', 'Corporate']","['Kannada', 'Bengali', 'Urdu']",no,Parinaaz Golla,"['Lalla', 'Bath', 'Badal']",Individuals.,Male
1272,4.0,Supreme Court,455,87.0,['Delhi'],18,"['Consumer Protection', 'Immigration', 'Environmental']","['Kannada', 'Bengali', 'Malayalam']",no,Parinaaz Singh,['Johal-Magar'],Individuals.,Male
1273,,Supreme Court,98,90.0,['Mumbai'],26,"['Media and Entertainment', 'Environmental', 'Media and Entertainment']","['Kannada', 'Tamil', 'Urdu']",no,Parinaaz Yogi,['Dada-Gera'],Individuals.,Male
