,Lawyer Names,0,1,2,3,4,5,6,7,8,First_Name,Gender
736,Hrishita Sur,"Hrishita Sur has 9 years of experience in Media and Entertainment Law, Immigration Law, and Labor Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Specialized Court,He charges 433.5974985388429 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Telugu, Assamese and Malayalam","He practices at Badal Ltd, and is based in Delhi",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Hrishita,Female
737,Hrishita Suresh,"Hrishita Suresh has 12 years of experience in Civil Law, Criminal Law, and Human Rights Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is District Court,He charges 179.09009374225727 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Marathi, Kannada and Gujarati","He practices at Bava-Bir, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Hrishita,Male
738,Hrishita Suresh,"Hrishita Suresh has 12 years of experience in Civil Law, Criminal Law, and Human Rights Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is District Court,He charges 179.09009374225727 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Marathi, Kannada and Gujarati","He practices at Bava-Bir, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Hrishita,Female
739,Hrishita Kapur,"Hrishita Kapur has 12 years of experience in Medical Law, Banking and Finance Law, and Consumer Protection Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is High Court,He charges 276.1464230249104 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Tamil, Hindi and Assamese","He practices at Dhillon, Chawla and Tak, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Hrishita,Male
740,Hrishita Kapur,"Hrishita Kapur has 12 years of experience in Medical Law, Banking and Finance Law, and Consumer Protection Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is High Court,He charges 276.1464230249104 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Tamil, Hindi and Assamese","He practices at Dhillon, Chawla and Tak, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Hrishita,Female
741,Manjari D’Alia,"Manjari D’Alia has 16 years of experience in Corporate Law, Tax Law, and Intellectual Property Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 398.29778928230405 USD per hour,He takes 130.00357833480012 Avg Days for Disposal,"He speaks: Hindi, Marathi and Tamil","He practices at Borra Ltd, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Manjari,Female
742,Manjari Jain,"Manjari Jain has 8 years of experience in Human Rights Law, Banking and Finance Law, and Constitutional Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 82.35802279240052 USD per hour,He takes 110.19857493915444 Avg Days for Disposal,"He speaks: Hindi, Kannada and Malayalam","He practices at Mand, Kumar and Lad, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Manjari,Female
743,Manjari Dass,"Manjari Dass has 3 years of experience in Media and Entertainment Law, Media and Entertainment Law, and Environmental Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 415.38548407586075 USD per hour,He takes 90.79588969398928 Avg Days for Disposal,"He speaks: Urdu, Tamil and Hindi","He practices at Master Ltd, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Manjari,Female
744,Manjari Mammen,"Manjari Mammen has 17 years of experience in Medical Law, Labor Law, and Medical Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 87.52057419594179 USD per hour,He takes 95.93398252144414 Avg Days for Disposal,"He speaks: Telugu, Kannada and Urdu","He practices at Vala, Sundaram and Kalla, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Manjari,Female
745,Manjari Zacharia,"Manjari Zacharia has 26 years of experience in Medical Law, Criminal Law, and Medical Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 485.08949763202713 USD per hour,He takes 80.74836957720439 Avg Days for Disposal,"He speaks: Odia, Bengali and Gujarati","He practices at Brahmbhatt-Raval, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Manjari,Female
746,Manjari Brahmbhatt,"Manjari Brahmbhatt has 6 years of experience in Intellectual Property Law, Family Law, and Constitutional Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 104.07166643102988 USD per hour,He takes 93.65212615705155 Avg Days for Disposal,"He speaks: Odia, Punjabi and Punjabi","He practices at Kara PLC, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Manjari,Female
747,Manjari Kumer,"Manjari Kumer has 12 years of experience in Labor Law, Medical Law, and Banking and Finance Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 204.7908363423666 USD per hour,He takes 76.62684765218243 Avg Days for Disposal,"He speaks: Malayalam, Bengali and Malayalam","He practices at Bhargava, Kari and Chaudhry, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Individuals.,Manjari,Female
748,Manjari Balakrishnan,"Manjari Balakrishnan has 22 years of experience in Media and Entertainment Law, Intellectual Property Law, and Human Rights Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 402.4805415974899 USD per hour,He takes 118.67409100594983 Avg Days for Disposal,"He speaks: Assamese, Punjabi and Kannada","He practices at Keer, Banerjee and Kunda, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Manjari,Female
749,Manjari Samra,"Manjari Samra has 11 years of experience in Tax Law, Criminal Law, and Consumer Protection Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 143.277135147381 USD per hour,He takes 89.75918941127121 Avg Days for Disposal,"He speaks: Odia, Marathi and Kannada","He practices at Rege, Dugar and Vora, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Manjari,Female
750,Manjari Sant,"Manjari Sant has 9 years of experience in Human Rights Law, Corporate Law, and Banking and Finance Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 315.1992402264776 USD per hour,He takes 69.53293719574079 Avg Days for Disposal,"He speaks: Odia, Kannada and Gujarati","He practices at Rege, Chauhan and Venkatesh, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Manjari,Female
751,Manjari Dar,"Manjari Dar has 29 years of experience in Immigration Law, Constitutional Law, and Labor Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 325.1726837236396 USD per hour,He takes 89.02841610303186 Avg Days for Disposal,"He speaks: Urdu, Telugu and Bengali","He practices at Dutt-Deshmukh, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Manjari,Female
752,Manjari Thaman,"Manjari Thaman has 15 years of experience in Immigration Law, Constitutional Law, and Medical Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 113.72510777805469 USD per hour,He takes 96.2857610213019 Avg Days for Disposal,"He speaks: Malayalam, Punjabi and Kannada","He practices at Kaur Ltd, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Manjari,Female
753,Manjari Sunder,"Manjari Sunder has 16 years of experience in Tax Law, Corporate Law, and Constitutional Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 294.2786184503336 USD per hour,He takes 103.27263874201738 Avg Days for Disposal,"He speaks: Gujarati, Telugu and Tamil","He practices at Aggarwal Inc, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Manjari,Female
754,Miraan Garg,"Miraan Garg has 14 years of experience in Tax Law, Civil Law, and Tax Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 407.99497636699164 USD per hour,He takes 93.48141956892806 Avg Days for Disposal,"He speaks: Urdu, Assamese and Gujarati","He practices at Dayal and Sons, and is based in Chennai",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Miraan,Female
755,Miraan Kibe,"Miraan Kibe has 28 years of experience in Family Law, Medical Law, and Tax Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 136.18459492256667 USD per hour,He takes 89.14094383766846 Avg Days for Disposal,"He speaks: Assamese, Gujarati and Urdu","He practices at Dyal, Bhalla and Ganesan, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Miraan,Female
756,Miraan Sem,"Miraan Sem has 25 years of experience in Labor Law, Environmental Law, and Intellectual Property Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is District Court,He charges 117.77492888083361 USD per hour,He takes 90.50165201959726 Avg Days for Disposal,"He speaks: Gujarati, Bengali and Kannada","He practices at Boase, Raju and Sant, and is based in Bangalore",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Miraan,Female
757,Miraan Bajaj,"Miraan Bajaj has 7 years of experience in Immigration Law, Corporate Law, and Family Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 276.83153588679096 USD per hour,He takes 76.13463999554436 Avg Days for Disposal,"He speaks: Urdu, Tamil and Gujarati","He practices at Taneja, Sanghvi and Sanghvi, and is based in Kolkata",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Miraan,Female
758,Miraan Balan,"Miraan Balan has 11 years of experience in Media and Entertainment Law, Constitutional Law, and Criminal Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 483.2531635913295 USD per hour,He takes 80.38252605904725 Avg Days for Disposal,"He speaks: Marathi, Odia and Urdu","He practices at Chahal, Sharma and Bhatt, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Miraan,Female
759,Miraan Raman,"Miraan Raman has 19 years of experience in Civil Law, Media and Entertainment Law, and Constitutional Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 490.3276851197105 USD per hour,He takes 89.43469318886643 Avg Days for Disposal,"He speaks: Assamese, Urdu and Tamil","He practices at Bail, Bahri and Dar, and is based in Chennai",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Miraan,Female
760,Ela Sandal,"Ela Sandal has 13 years of experience in Medical Law, Environmental Law, and Human Rights Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 267.001353651797 USD per hour,He takes 89.12354821503767 Avg Days for Disposal,"He speaks: Bengali, Odia and Telugu","He practices at Chand-Ramachandran, and is based in Chennai",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Ela,Female
761,Ela Iyer,"Ela Iyer has 2 years of experience in Medical Law, Environmental Law, and Family Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 105.11663758263376 USD per hour,He takes 77.48592985398052 Avg Days for Disposal,"He speaks: Hindi, Assamese and Marathi","He practices at Thakkar-Sahota, and is based in Chennai",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Ela,Female
762,Ela Bakshi,"Ela Bakshi has 20 years of experience in Family Law, Civil Law, and Human Rights Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 171.65686572301297 USD per hour,He takes 83.1495357746513 Avg Days for Disposal,"He speaks: Kannada, Punjabi and Gujarati","He practices at Bhakta PLC, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Ela,Female
763,Ela Bail,"Ela Bail has 21 years of experience in Constitutional Law, Banking and Finance Law, and Immigration Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 442.1001165531271 USD per hour,He takes 97.28039861329785 Avg Days for Disposal,"He speaks: Urdu, Marathi and Malayalam","He practices at Virk Group, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Ela,Female
764,Ela Kaul,"Ela Kaul has 9 years of experience in Labor Law, Immigration Law, and Constitutional Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 482.637910030958 USD per hour,He takes 83.73325481229571 Avg Days for Disposal,"He speaks: Marathi, Telugu and Bengali","He practices at Rattan-Mani, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Individuals.,Ela,Female
765,Ela Behl,"Ela Behl has 28 years of experience in Immigration Law, Family Law, and Banking and Finance Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 325.7079551035732 USD per hour,He takes 85.6502796834504 Avg Days for Disposal,"He speaks: Marathi, Marathi and Odia","He practices at Ravel Group, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Individuals.,Ela,Female
766,Ela Mann,"Ela Mann has 29 years of experience in Environmental Law, Environmental Law, and Consumer Protection Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 88.09193911308304 USD per hour,He takes 79.48065643812674 Avg Days for Disposal,"He speaks: Gujarati, Gujarati and Bengali","He practices at Deol Inc, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Ela,Female
767,Ela Dugar,"Ela Dugar has 21 years of experience in Media and Entertainment Law, Constitutional Law, and Constitutional Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is High Court,He charges 347.8864277527854 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Hindi, Tamil and Bengali","He practices at Sule-Sarma, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Ela,Female
768,Ela Chaudhry,"Ela Chaudhry has 19 years of experience in Labor Law, Criminal Law, and Constitutional Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 168.12887191994486 USD per hour,He takes 82.06625431343018 Avg Days for Disposal,"He speaks: Urdu, Urdu and Gujarati","He practices at Dhillon Group, and is based in Kolkata",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Ela,Female
769,Ela Kanda,"Ela Kanda has 28 years of experience in Media and Entertainment Law, Real Estate Law, and Human Rights Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 397.50812415197447 USD per hour,He takes 89.66954891224589 Avg Days for Disposal,"He speaks: Marathi, Malayalam and Malayalam","He practices at Sampath-Chaudhry, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Ela,Female
770,Ela Kohli,"Ela Kohli has 9 years of experience in Medical Law, Labor Law, and Environmental Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 231.0326051343434 USD per hour,He takes 68.63748599718602 Avg Days for Disposal,"He speaks: Hindi, Bengali and Bengali","He practices at Lalla, Srinivas and Zacharia, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Ela,Female
771,Ela Goswami,"Ela Goswami has 15 years of experience in Tax Law, Human Rights Law, and Intellectual Property Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 339.9904263334175 USD per hour,He takes 77.23229276328773 Avg Days for Disposal,"He speaks: Urdu, Gujarati and Urdu","He practices at Yogi, Gandhi and Thakkar, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Ela,Female
772,Ela Mallick,"Ela Mallick has 19 years of experience in Criminal Law, Intellectual Property Law, and Family Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 404.72384367687334 USD per hour,He takes 78.20141862663225 Avg Days for Disposal,"He speaks: Malayalam, Punjabi and Urdu","He practices at Bhattacharyya-Keer, and is based in Bangalore",He provides pro bono services to the community,His Client Demographics is Individuals.,Ela,Female
773,Ela Sunder,"Ela Sunder has 13 years of experience in Civil Law, Immigration Law, and Media and Entertainment Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 117.43825949894823 USD per hour,He takes 97.91221249541596 Avg Days for Disposal,"He speaks: Odia, Malayalam and Punjabi","He practices at Mandal, Wable and Choudhury, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Individuals.,Ela,Female
774,Ela Rege,"Ela Rege has 27 years of experience in Labor Law, Corporate Law, and Family Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 379.99755892258804 USD per hour,He takes 87.9338840941811 Avg Days for Disposal,"He speaks: Punjabi, Marathi and Marathi","He practices at Sampath, Gill and Shroff, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Ela,Female
775,Ela Subramaniam,"Ela Subramaniam has 10 years of experience in Tax Law, Immigration Law, and Labor Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 261.84307657442133 USD per hour,He takes 73.18298980863116 Avg Days for Disposal,"He speaks: Assamese, Marathi and Bengali","He practices at Vig, Bhagat and Butala, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Ela,Female
776,Ela Kata,"Ela Kata has 10 years of experience in Family Law, Intellectual Property Law, and Tax Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is High Court,He charges 437.55450226717363 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Telugu, Telugu and Kannada","He practices at Kashyap-Suresh, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Individuals.,Ela,Female
777,Shlok Baria,"Shlok Baria has 21 years of experience in Family Law, Environmental Law, and Constitutional Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 484.5966997479292 USD per hour,He takes 89.22686687088523 Avg Days for Disposal,"He speaks: Odia, Punjabi and Urdu","He practices at Goyal-Amble, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Individuals.,Shlok,Male
778,Shlok Mangal,"Shlok Mangal has 12 years of experience in Media and Entertainment Law, Criminal Law, and Criminal Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 125.12758056551114 USD per hour,He takes 89.13074187355923 Avg Days for Disposal,"He speaks: Tamil, Bengali and Bengali","He practices at Viswanathan, Dhar and Kata, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Shlok,Male
779,Shlok Upadhyay,"Shlok Upadhyay has 9 years of experience in Human Rights Law, Real Estate Law, and Banking and Finance Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 293.3445340852443 USD per hour,He takes 99.4983796517264 Avg Days for Disposal,"He speaks: Marathi, Telugu and Bengali","He practices at Chhabra-Deol, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Shlok,Male
780,Shlok Ratti,"Shlok Ratti has 16 years of experience in Banking and Finance Law, Corporate Law, and Immigration Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 213.62515213552874 USD per hour,He takes 67.11642437908374 Avg Days for Disposal,"He speaks: Malayalam, Gujarati and Punjabi","He practices at Jani-Wadhwa, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Shlok,Male
781,Shlok Mangat,"Shlok Mangat has 28 years of experience in Media and Entertainment Law, Media and Entertainment Law, and Banking and Finance Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 426.61752478008066 USD per hour,He takes 101.39680855429616 Avg Days for Disposal,"He speaks: Telugu, Tamil and Kannada","He practices at Dani, Gour and Rege, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Shlok,Male
782,Shlok Subramaniam,"Shlok Subramaniam has 25 years of experience in Human Rights Law, Criminal Law, and Corporate Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 387.8556040309045 USD per hour,He takes 85.10028655217083 Avg Days for Disposal,"He speaks: Punjabi, Odia and Urdu","He practices at Bhattacharyya-Chaudhary, and is based in Hyderabad",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Shlok,Male
783,Shlok Tak,"Shlok Tak has 18 years of experience in Family Law, Media and Entertainment Law, and Human Rights Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is District Court,He charges 486.9071201524413 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Hindi, Urdu and Kannada","He practices at Krishnamurthy-Golla, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Shlok,Male
784,Vanya Dani,"Vanya Dani has 24 years of experience in Banking and Finance Law, Corporate Law, and Real Estate Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 146.8710706036254 USD per hour,He takes 118.68008203579046 Avg Days for Disposal,"He speaks: Punjabi, Bengali and Telugu","He practices at Gandhi Ltd, and is based in Delhi",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Vanya,Female
785,Vanya Dasgupta,"Vanya Dasgupta has 24 years of experience in Tax Law, Banking and Finance Law, and Family Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 263.1979816314903 USD per hour,He takes 68.89369207823975 Avg Days for Disposal,"He speaks: Tamil, Telugu and Marathi","He practices at Kashyap, Behl and Sami, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Vanya,Female
786,Vanya Tandon,"Vanya Tandon has 1 years of experience in Family Law, Immigration Law, and Media and Entertainment Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 167.7521149868779 USD per hour,He takes 105.85087366920628 Avg Days for Disposal,"He speaks: Odia, Bengali and Assamese","He practices at Aurora-Bansal, and is based in Hyderabad",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Vanya,Female
787,Vanya Dara,"Vanya Dara has 9 years of experience in Constitutional Law, Family Law, and Human Rights Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 234.30241726812918 USD per hour,He takes 82.89531813523213 Avg Days for Disposal,"He speaks: Hindi, Bengali and Bengali","He practices at Anand, Yohannan and Chacko, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Vanya,Female
788,Vanya Sahota,"Vanya Sahota has 26 years of experience in Constitutional Law, Criminal Law, and Medical Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 471.96707692071544 USD per hour,He takes 115.91945753072648 Avg Days for Disposal,"He speaks: Tamil, Punjabi and Odia","He practices at Mallick, Toor and Kant, and is based in Bangalore",He provides pro bono services to the community,His Client Demographics is Individuals.,Vanya,Female
789,Vanya Dass,"Vanya Dass has 16 years of experience in Labor Law, Medical Law, and Human Rights Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 330.1472282959012 USD per hour,He takes 68.65684638282669 Avg Days for Disposal,"He speaks: Kannada, Odia and Gujarati","He practices at Chaudhry Group, and is based in Kolkata",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Vanya,Female
790,Vanya Maharaj,"Vanya Maharaj has 5 years of experience in Consumer Protection Law, Media and Entertainment Law, and Environmental Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 243.6423926190759 USD per hour,He takes 86.18285885031987 Avg Days for Disposal,"He speaks: Bengali, Hindi and Odia","He practices at Ghosh, Gara and Krishna, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Vanya,Female
791,Vanya Kala,"Vanya Kala has 13 years of experience in Human Rights Law, Media and Entertainment Law, and Family Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 365.58200393977285 USD per hour,He takes 113.13414941491953 Avg Days for Disposal,"He speaks: Assamese, Telugu and Tamil","He practices at Roy, Guha and Yadav, and is based in Kolkata",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Vanya,Female
792,Vanya Gaba,"Vanya Gaba has 17 years of experience in Environmental Law, Human Rights Law, and Real Estate Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 457.674785566819 USD per hour,He takes 105.4537454095435 Avg Days for Disposal,"He speaks: Assamese, Kannada and Malayalam","He practices at Dey, Behl and Datta, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Vanya,Female
793,Vanya Baral,"Vanya Baral has 18 years of experience in Family Law, Intellectual Property Law, and Constitutional Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 103.30776729251683 USD per hour,He takes 94.90491769905147 Avg Days for Disposal,"He speaks: Assamese, Hindi and Gujarati","He practices at Bali, Raju and Mangat, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Vanya,Female
794,Vanya Bandi,"Vanya Bandi has 10 years of experience in Human Rights Law, Criminal Law, and Media and Entertainment Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is District Court,He charges 473.08092562815864 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Malayalam, Bengali and Odia","He practices at Mahajan-Bhargava, and is based in Hyderabad",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Vanya,Female
795,Vihaan Bhatnagar,"Vihaan Bhatnagar has 25 years of experience in Human Rights Law, Real Estate Law, and Medical Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 138.75919977515755 USD per hour,He takes 110.23768573333058 Avg Days for Disposal,"He speaks: Kannada, Kannada and Tamil","He practices at Gaba-Kade, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Vihaan,Male
796,Vihaan Sastry,"Vihaan Sastry has 14 years of experience in Medical Law, Banking and Finance Law, and Media and Entertainment Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 469.2791411392211 USD per hour,He takes 75.26513591584836 Avg Days for Disposal,"He speaks: Assamese, Malayalam and Punjabi","He practices at Salvi, Amble and Deep, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Vihaan,Male
797,Vihaan Sharaf,"Vihaan Sharaf has 1 years of experience in Human Rights Law, Human Rights Law, and Constitutional Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 65.43405558649025 USD per hour,He takes 90.2100745105707 Avg Days for Disposal,"He speaks: Punjabi, Hindi and Kannada","He practices at Bhattacharyya, Jha and Kalita, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Vihaan,Male
798,Vihaan Rau,"Vihaan Rau has 6 years of experience in Real Estate Law, Labor Law, and Tax Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 282.7030688856138 USD per hour,He takes 95.79879344857788 Avg Days for Disposal,"He speaks: Marathi, Marathi and Malayalam","He practices at Raja, Dube and Ramesh, and is based in Hyderabad",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Vihaan,Male
799,Vihaan Chander,"Vihaan Chander has 16 years of experience in Media and Entertainment Law, Civil Law, and Constitutional Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 92.55035514847471 USD per hour,He takes 98.09646769242514 Avg Days for Disposal,"He speaks: Assamese, Assamese and Malayalam","He practices at Thaman Inc, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Vihaan,Male
800,Vihaan Bath,"Vihaan Bath has 10 years of experience in Banking and Finance Law, Corporate Law, and Medical Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 239.4034379416517 USD per hour,He takes 117.78060067220505 Avg Days for Disposal,"He speaks: Hindi, Malayalam and Kannada","He practices at Bhasin PLC, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Vihaan,Male
